Time(s),STD,One,Two,Three,Four
642.894,0.0487,20.663,20.679000000000002,20.648000000000003,20.557
645.794,0.0487,20.662,20.680999999999997,20.648000000000003,20.558000000000003
648.684,0.0486,20.665,20.680999999999997,20.65,20.56
651.552,0.0486,20.665,20.682,20.651999999999997,20.561
654.419,0.0485,20.666999999999998,20.684,20.651999999999997,20.561
657.293,0.0484,20.669,20.685,20.654,20.563000000000002
660.191,0.0484,20.668000000000003,20.688000000000002,20.654,20.563000000000002
663.092,0.0483,20.671,20.686999999999998,20.656,20.566
666.002,0.0483,20.671,20.689,20.656,20.565
668.9019999999999,0.0482,20.671999999999997,20.69,20.658,20.566
671.7769999999999,0.0481,20.671999999999997,20.69,20.66,20.568
674.6569999999999,0.0481,20.673000000000002,20.691,20.660999999999998,20.569000000000003
677.5189999999999,0.048,20.676,20.693,20.662,20.570999999999998
680.383,0.0479,20.677,20.693,20.664,20.572
683.255,0.0478,20.677,20.693,20.663,20.574
686.164,0.0477,20.679000000000002,20.694000000000003,20.664,20.573
689.044,0.0477,20.679000000000002,20.695,20.666,20.574
691.913,0.0476,20.680999999999997,20.695999999999998,20.666,20.576
